filename,year,month_name,section,finbert_sentiment,supply_up,supply_down,demand_up,demand_down,price_up,price_down
MOMR_August_2023.pdf,2023,August,World Oil Demand,-0.39513212,0.02454,0.00204,0.00409,0.00204,0.0,0.0
MOMR_August_2023.pdf,2023,August,World Oil Supply,0.1663313,0.00153,0.00261,0.0009,0.0027,0.00018,0.0
MOMR_August_2023.pdf,2023,August,Product Markets and Refining Operations,0.65587497,0.00478,0.00318,0.00159,0.00318,0.0,0.0
MOMR_August_2023.pdf,2023,August,Balance of Supply and Demand,-0.5295032,0.00027,0.0,0.0,0.0,0.0,0.0
MOMR_September_2023.pdf,2023,September,World Oil Demand,-0.24941213,0.0344,0.00491,0.00491,0.00491,0.0,0.0
MOMR_September_2023.pdf,2023,September,World Oil Supply,0.11468396,0.00133,0.00195,0.0008,0.00204,0.00027,9e-05
MOMR_September_2023.pdf,2023,September,Product Markets and Refining Operations,0.16688079,0.00174,0.00174,0.0,0.00348,0.00348,0.0
MOMR_September_2023.pdf,2023,September,Balance of Supply and Demand,-0.85521156,0.00027,0.0,0.0,0.0,0.0,0.0
MOMR_October_2023.pdf,2023,October,World Oil Demand,0.054751456,0.03629,0.00806,0.01613,0.00806,0.0,0.0
MOMR_October_2023.pdf,2023,October,World Oil Supply,0.14456429,0.00225,0.00341,0.0009,0.00341,0.00018,0.00027
MOMR_October_2023.pdf,2023,October,Product Markets and Refining Operations,0.6173879,0.0035,0.01224,0.00175,0.01224,0.0,0.0
MOMR_October_2023.pdf,2023,October,Balance of Supply and Demand,-0.9373741,0.00026,0.0,0.0,0.0,0.0,0.0
MOMR_November_2023.pdf,2023,November,World Oil Demand,-6.2727173e-07,0.03896,0.0,0.01948,0.0,0.0,0.0
MOMR_November_2023.pdf,2023,November,World Oil Supply,0.25172535,0.00183,0.00322,0.00043,0.00304,9e-05,0.00087
MOMR_November_2023.pdf,2023,November,Product Markets and Refining Operations,0.7085792,0.005,0.005,0.005,0.00333,0.0,0.005
MOMR_November_2023.pdf,2023,November,Balance of Supply and Demand,-0.9999688,0.00026,0.0,0.0,0.0,0.0,0.0
MOMR_December_2023.pdf,2023,December,World Oil Demand,-0.33322856,0.026,0.0,0.0052,0.0,0.0,0.0
MOMR_December_2023.pdf,2023,December,World Oil Supply,0.117242746,0.00208,0.00262,0.00036,0.00262,0.00018,0.00027
MOMR_December_2023.pdf,2023,December,Product Markets and Refining Operations,0.4568831,0.00364,0.00364,0.00182,0.00364,0.0,0.0
MOMR_December_2023.pdf,2023,December,Balance of Supply and Demand,-0.9999226,0.00026,0.0,0.0,0.0,0.0,0.0
MOMR_January_2024.pdf,2024,January,World Oil Demand,-0.20000061,0.02408,0.0,0.00642,0.0,0.0,0.0
MOMR_January_2024.pdf,2024,January,World Oil Supply,0.13882804,0.00211,0.00239,0.0011,0.00202,0.00018,0.00018
MOMR_January_2024.pdf,2024,January,Product Markets and Refining Operations,0.61332,0.00313,0.00313,0.00156,0.00313,0.0,0.0
MOMR_January_2024.pdf,2024,January,Balance of Supply and Demand,-0.9404621,0.00032,0.0,0.0,0.0,0.0,0.0
MOMR_February_2024.pdf,2024,February,World Oil Demand,-7.916178e-08,0.03261,0.0,0.01087,0.0,0.0,0.0
MOMR_February_2024.pdf,2024,February,World Oil Supply,0.22003096,0.00182,0.00209,0.00073,0.002,9e-05,0.00045
MOMR_February_2024.pdf,2024,February,Product Markets and Refining Operations,0.58687043,0.00417,0.00417,0.0,0.00417,0.00208,0.0
MOMR_February_2024.pdf,2024,February,Balance of Supply and Demand,-0.777854,0.00054,0.0,0.0,0.0,0.0,0.0
MOMR_March_2024.pdf,2024,March,World Oil Demand,-0.3333657,0.02473,0.0,0.00707,0.0,0.0,0.0
MOMR_March_2024.pdf,2024,March,World Oil Supply,0.19655117,0.00235,0.00199,0.00018,0.00199,0.00027,0.00045
MOMR_March_2024.pdf,2024,March,Product Markets and Refining Operations,0.02380023,0.00652,0.00652,0.0,0.00652,0.00217,0.00217
MOMR_March_2024.pdf,2024,March,Balance of Supply and Demand,-0.6865579,0.00155,0.0,0.0,0.0,0.0,0.0
MOMR_April_2024.pdf,2024,April,World Oil Demand,-0.00014433265,0.01609,0.0046,0.0046,0.0046,0.0,0.0
MOMR_April_2024.pdf,2024,April,World Oil Supply,0.28999245,0.00175,0.00231,0.00065,0.00221,0.00018,0.00018
MOMR_April_2024.pdf,2024,April,Product Markets and Refining Operations,0.9631671,0.00193,0.00967,0.0,0.00967,0.0,0.0
MOMR_April_2024.pdf,2024,April,Balance of Supply and Demand,-0.8334916,0.00076,0.0,0.0,0.0,0.0,0.0
MOMR_May_2024.pdf,2024,May,World Oil Demand,-0.19204554,0.02481,0.00382,0.00382,0.00382,0.0,0.0
MOMR_May_2024.pdf,2024,May,World Oil Supply,0.216592,0.0026,0.00206,0.00072,0.00206,9e-05,0.00036
MOMR_May_2024.pdf,2024,May,Product Markets and Refining Operations,0.24035542,0.00552,0.00552,0.0,0.00552,0.0,0.00368
MOMR_May_2024.pdf,2024,May,Balance of Supply and Demand,-0.9999978,0.00029,0.0,0.0,0.0,0.0,0.0
MOMR_June_2024.pdf,2024,June,World Oil Demand,-0.0053690523,0.01099,0.00275,0.00275,0.00275,0.0,0.0
MOMR_June_2024.pdf,2024,June,World Oil Supply,0.13000314,0.00153,0.0018,0.00054,0.00171,9e-05,0.00045
MOMR_June_2024.pdf,2024,June,Product Markets and Refining Operations,0.461214,0.0,0.00361,0.0,0.00361,0.0,0.0
MOMR_June_2024.pdf,2024,June,Balance of Supply and Demand,-0.99868447,0.00027,0.0,0.0,0.0,0.0,0.0
MOMR_July_2024.pdf,2024,July,World Oil Demand,-1.603709e-05,0.01099,0.0,0.0,0.0,0.0,0.0
MOMR_July_2024.pdf,2024,July,World Oil Supply,0.1693879,0.00238,0.00221,0.00079,0.00238,9e-05,0.00053
MOMR_July_2024.pdf,2024,July,Product Markets and Refining Operations,0.63213557,0.00344,0.00344,0.0,0.00515,0.00172,0.0
MOMR_July_2024.pdf,2024,July,Balance of Supply and Demand,-0.97106236,0.00027,0.0,0.0,0.0,0.0,0.0
MOMR_August_2024.pdf,2024,August,World Oil Demand,-6.0468315e-05,0.02461,0.0,0.00224,0.0,0.0,0.0
MOMR_August_2024.pdf,2024,August,World Oil Supply,0.20240054,0.0021,0.00289,0.00061,0.00315,0.0,0.00035
MOMR_August_2024.pdf,2024,August,Product Markets and Refining Operations,0.7187183,0.00145,0.00434,0.0,0.00723,0.0,0.00145
MOMR_August_2024.pdf,2024,August,Balance of Supply and Demand,-0.92969465,0.00027,0.0,0.0,0.0,0.0,0.0
MOMR_September_2024.pdf,2024,September,World Oil Demand,-0.0017645555,0.02261,0.00174,0.00522,0.00174,0.0,0.0
MOMR_September_2024.pdf,2024,September,World Oil Supply,0.17959002,0.00184,0.00395,0.00055,0.00367,0.0,0.00018
MOMR_September_2024.pdf,2024,September,Product Markets and Refining Operations,0.38331196,0.0,0.00299,0.0,0.00299,0.0,0.00149
MOMR_September_2024.pdf,2024,September,Balance of Supply and Demand,-0.92835665,0.00027,0.0,0.0,0.0,0.0,0.0
MOMR_October_2024.pdf,2024,October,World Oil Demand,-0.33354783,0.02062,0.0,0.01375,0.0,0.0,0.0
MOMR_October_2024.pdf,2024,October,World Oil Supply,0.23310652,0.00178,0.00392,0.00036,0.00383,0.0,0.00036
MOMR_October_2024.pdf,2024,October,Product Markets and Refining Operations,0.37198958,0.0,0.00613,0.0,0.00613,0.0,0.0
MOMR_October_2024.pdf,2024,October,Balance of Supply and Demand,-0.93143606,0.00027,0.0,0.0,0.0,0.0,0.0
MOMR_November_2024.pdf,2024,November,World Oil Demand,-0.16712773,0.02867,0.00169,0.00675,0.00169,0.0,0.0
MOMR_November_2024.pdf,2024,November,World Oil Supply,0.088769354,0.00213,0.00301,0.00071,0.00301,0.00035,0.00053
MOMR_November_2024.pdf,2024,November,Product Markets and Refining Operations,0.12207659,0.00149,0.00447,0.0,0.00447,0.00149,0.00149
MOMR_November_2024.pdf,2024,November,Balance of Supply and Demand,-0.9283789,0.00026,0.0,0.0,0.0,0.0,0.0
MOMR_December_2024.pdf,2024,December,World Oil Demand,-7.333341e-05,0.02789,0.0,0.01594,0.0,0.0,0.0
MOMR_December_2024.pdf,2024,December,World Oil Supply,0.27354115,0.00196,0.00357,0.00089,0.00303,0.00018,0.00018
MOMR_December_2024.pdf,2024,December,Product Markets and Refining Operations,0.52865124,0.00328,0.00821,0.00164,0.00657,0.00164,0.0
MOMR_December_2024.pdf,2024,December,Balance of Supply and Demand,-0.913179,0.00026,0.0,0.0,0.0,0.0,0.0
MOMR_January_2025.pdf,2025,January,World Oil Demand,0.13148612,0.01964,0.00561,0.00842,0.00561,0.0,0.0
MOMR_January_2025.pdf,2025,January,World Oil Supply,0.16280423,0.00239,0.00284,0.00055,0.00266,0.0,0.00018
MOMR_January_2025.pdf,2025,January,Product Markets and Refining Operations,0.5045698,0.00326,0.00653,0.00163,0.00653,0.0,0.0
MOMR_January_2025.pdf,2025,January,Balance of Supply and Demand,-0.8512899,0.00027,0.0,0.0,0.0,0.0,0.0
MOMR_February_2025.pdf,2025,February,World Oil Demand,0.16615601,0.02421,0.00559,0.01117,0.00559,0.0,0.0
MOMR_February_2025.pdf,2025,February,World Oil Supply,0.2985234,0.00225,0.00337,0.00037,0.00337,0.00019,9e-05
MOMR_February_2025.pdf,2025,February,Product Markets and Refining Operations,0.49251583,0.0,0.00353,0.0,0.00353,0.0,0.0
MOMR_February_2025.pdf,2025,February,Balance of Supply and Demand,-0.85267967,0.00027,0.0,0.0,0.0,0.0,0.0
MOMR_March_2025.pdf,2025,March,World Oil Demand,0.4893463,0.02874,0.0,0.01724,0.0,0.0,0.0
MOMR_March_2025.pdf,2025,March,World Oil Supply,0.098265864,0.00229,0.00248,0.00095,0.00248,0.0,0.0
MOMR_March_2025.pdf,2025,March,Product Markets and Refining Operations,0.34207627,0.00874,0.0035,0.00175,0.0035,0.0,0.0
MOMR_March_2025.pdf,2025,March,Balance of Supply and Demand,-0.7991131,0.0,0.0,0.0,0.0,0.0,0.0
MOMR_April_2025.pdf,2025,April,World Oil Demand,0.24999915,0.02571,0.0,0.01143,0.0,0.0,0.0
MOMR_April_2025.pdf,2025,April,World Oil Supply,0.34440842,0.00109,0.00276,0.00059,0.00257,0.0,0.0003
MOMR_April_2025.pdf,2025,April,Product Markets and Refining Operations,0.79090375,0.0,0.00499,0.0,0.00499,0.0,0.00166
MOMR_April_2025.pdf,2025,April,Balance of Supply and Demand,-0.93965477,0.00027,0.0,0.0,0.0,0.0,0.0
MOMR_May_2025.pdf,2025,May,World Oil Demand,0.33287296,0.02098,0.0,0.01049,0.0,0.0,0.0
MOMR_May_2025.pdf,2025,May,World Oil Supply,0.29470357,0.00183,0.0025,0.00086,0.0024,0.0001,0.00038
MOMR_May_2025.pdf,2025,May,Product Markets and Refining Operations,0.5190447,0.00292,0.00438,0.0,0.00584,0.0,0.00292
MOMR_May_2025.pdf,2025,May,Balance of Supply and Demand,-0.80380255,0.00054,0.0,0.0,0.0,0.0,0.0
MOMR_June_2025.pdf,2025,June,World Oil Demand,0.09429624,0.02222,0.00278,0.00556,0.00278,0.0,0.0
MOMR_June_2025.pdf,2025,June,World Oil Supply,0.24994743,0.00271,0.00203,0.00116,0.00223,0.0,0.0
MOMR_June_2025.pdf,2025,June,Product Markets and Refining Operations,0.65802246,0.00155,0.00619,0.0,0.00619,0.0,0.0
MOMR_June_2025.pdf,2025,June,Balance of Supply and Demand,-0.8002766,0.00081,0.0,0.0,0.0,0.0,0.0
MOMR_July_2025.pdf,2025,July,World Oil Demand,-0.20008747,0.02355,0.0,0.00857,0.0,0.0,0.0
MOMR_July_2025.pdf,2025,July,World Oil Supply,0.23448206,0.00215,0.00283,0.00068,0.00293,0.0002,0.00029
MOMR_July_2025.pdf,2025,July,Product Markets and Refining Operations,0.46135494,0.00473,0.00473,0.00158,0.00789,0.0,0.0
MOMR_July_2025.pdf,2025,July,Balance of Supply and Demand,-0.9167049,0.00079,0.0,0.0,0.0,0.0,0.0
MOMR_August_2025.pdf,2025,August,World Oil Demand,-4.8104564e-05,0.01515,0.0,0.01515,0.0,0.0,0.0
MOMR_August_2025.pdf,2025,August,World Oil Supply,0.24602468,0.0019,0.00314,0.00067,0.00285,0.0,0.00038
MOMR_August_2025.pdf,2025,August,Product Markets and Refining Operations,0.6837882,0.0,0.00801,0.0,0.00534,0.0,0.0
MOMR_August_2025.pdf,2025,August,Balance of Supply and Demand,-0.95304376,0.0008,0.0,0.0,0.0,0.0,0.0
MOMR_September_2025.pdf,2025,September,World Oil Demand,-0.50007707,0.04098,0.0,0.01639,0.0,0.0,0.0
MOMR_September_2025.pdf,2025,September,World Oil Supply,0.2210933,0.00193,0.00193,0.00077,0.00193,0.0001,0.00029
MOMR_September_2025.pdf,2025,September,Product Markets and Refining Operations,0.5241815,0.00159,0.0,0.0,0.0,0.0,0.00159
MOMR_September_2025.pdf,2025,September,Balance of Supply and Demand,-0.98050904,0.0008,0.0,0.0,0.0,0.0,0.0
MOMR_October_2025.pdf,2025,October,World Oil Demand,-0.25026548,0.02326,0.00233,0.00465,0.00233,0.0,0.0
MOMR_October_2025.pdf,2025,October,World Oil Supply,0.06387462,0.00172,0.00277,0.00038,0.00267,0.00019,0.00019
MOMR_October_2025.pdf,2025,October,Product Markets and Refining Operations,0.34636703,0.0,0.0,0.00277,0.0,0.00138,0.0
MOMR_October_2025.pdf,2025,October,Balance of Supply and Demand,-0.95816916,0.0008,0.0,0.0,0.0,0.0,0.0
MOMR_November_2025.pdf,2025,November,World Oil Demand,-9.812627e-05,0.02183,0.00437,0.0131,0.00437,0.0,0.0
MOMR_November_2025.pdf,2025,November,World Oil Supply,-0.0180787,0.00214,0.00185,0.00049,0.00166,0.00019,0.0001
MOMR_November_2025.pdf,2025,November,Product Markets and Refining Operations,-0.05499824,0.00265,0.0,0.0,0.0,0.0,0.0
MOMR_November_2025.pdf,2025,November,Balance of Supply and Demand,-0.9453943,0.00079,0.0,0.0,0.0,0.0,0.0
