report_date,section,sentiment_finbert,sentiment_gpt,source_file,base_sentiment,section_clean
2020-08-31,World Oil Demand,-0.7256462,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.7256462,demand
2020-08-31,Product Markets and Refining Operations,7.925855e-07,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,7.925855e-07,price_outlook
2020-08-31,Balance of Supply and Demand,0.73105216,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.73105216,demand
2020-08-31,Balance of Supply and Demand,-0.653787,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.653787,demand
2020-09-30,hybrid,,-0.6,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,-0.6,overall
2020-09-30,Balance of Supply and Demand,0.947772,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.947772,demand
2020-09-30,World Oil Demand,0.22892103,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.22892103,demand
2020-09-30,World Oil Demand,0.1454078,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.1454078,demand
2020-09-30,Balance of Supply and Demand,-0.61044246,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.61044246,demand
2020-09-30,Product Markets and Refining Operations,0.57640857,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.57640857,price_outlook
2020-09-30,World Oil Supply,0.17076,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.17076,supply
2020-09-30,Product Markets and Refining Operations,0.9999984,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.9999984,price_outlook
2020-09-30,World Oil Supply,0.39878756,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.39878756,supply
2020-10-31,World Oil Demand,0.9408574,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.9408574,demand
2020-10-31,World Oil Supply,0.9996546,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.9996546,supply
2020-10-31,Product Markets and Refining Operations,0.9930824,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.9930824,price_outlook
2020-10-31,Balance of Supply and Demand,0.6970586,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.6970586,demand
2020-10-31,Balance of Supply and Demand,-0.66058505,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.66058505,demand
2020-10-31,World Oil Demand,0.47042876,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.47042876,demand
2020-10-31,World Oil Supply,0.1665605,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.1665605,supply
2020-10-31,Product Markets and Refining Operations,0.556977,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.556977,price_outlook
2020-10-31,hybrid,,-0.6,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,-0.6,overall
2020-11-30,Product Markets and Refining Operations,0.9995115,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.9995115,price_outlook
2020-11-30,World Oil Demand,0.39511418,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.39511418,demand
2020-11-30,World Oil Supply,0.19438584,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.19438584,supply
2020-11-30,Product Markets and Refining Operations,0.572763,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.572763,price_outlook
2020-11-30,Balance of Supply and Demand,-0.7242282,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.7242282,demand
2020-11-30,World Oil Supply,0.9981486,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.9981486,supply
2020-11-30,Balance of Supply and Demand,-0.15483582,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.15483582,demand
2020-11-30,World Oil Demand,0.9788099,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.9788099,demand
2020-11-30,hybrid,,0.6,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.6,overall
2020-12-31,hybrid,,0.4,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.4,overall
2020-12-31,World Oil Supply,0.15999058,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.15999058,supply
2020-12-31,Product Markets and Refining Operations,0.6403589,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.6403589,price_outlook
2020-12-31,World Oil Demand,-0.11383552,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.11383552,demand
2020-12-31,World Oil Supply,0.29204705,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.29204705,supply
2020-12-31,Balance of Supply and Demand,-0.7531515,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.7531515,demand
2020-12-31,World Oil Demand,0.017127816,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.017127816,demand
2020-12-31,Product Markets and Refining Operations,0.9999896,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.9999896,price_outlook
2020-12-31,Balance of Supply and Demand,-0.012612614,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.012612614,demand
2021-01-31,hybrid,,0.7,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.7,overall
2021-01-31,Balance of Supply and Demand,-0.95343393,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.95343393,demand
2021-01-31,Product Markets and Refining Operations,0.038486347,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.038486347,price_outlook
2021-01-31,World Oil Supply,0.20809436,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.20809436,supply
2021-01-31,World Oil Demand,-4.5152944e-07,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-4.5152944e-07,demand
2021-01-31,World Oil Demand,0.49994183,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.49994183,demand
2021-01-31,World Oil Supply,0.10408807,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.10408807,supply
2021-01-31,Product Markets and Refining Operations,0.50770575,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.50770575,price_outlook
2021-01-31,Balance of Supply and Demand,-0.9906832,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.9906832,demand
2021-02-28,World Oil Demand,1.7859338e-06,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,1.7859338e-06,demand
2021-02-28,Balance of Supply and Demand,-0.9347117,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.9347117,demand
2021-02-28,hybrid,,0.7,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.7,overall
2021-02-28,World Oil Supply,-0.08599048,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.08599048,supply
2021-02-28,Product Markets and Refining Operations,5.1422923e-08,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,5.1422923e-08,price_outlook
2021-02-28,World Oil Demand,1.7859338e-06,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,1.7859338e-06,demand
2021-02-28,Product Markets and Refining Operations,0.063525654,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.063525654,price_outlook
2021-02-28,World Oil Supply,0.19245669,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.19245669,supply
2021-02-28,Balance of Supply and Demand,-0.84870607,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.84870607,demand
2021-03-31,World Oil Demand,-0.6668761,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.6668761,demand
2021-03-31,Balance of Supply and Demand,0.770687,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.770687,demand
2021-03-31,hybrid,,0.4,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.4,overall
2021-03-31,World Oil Demand,-0.33410403,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.33410403,demand
2021-03-31,World Oil Supply,0.999689,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.999689,supply
2021-03-31,Balance of Supply and Demand,-0.5643083,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.5643083,demand
2021-03-31,Product Markets and Refining Operations,0.47854438,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.47854438,price_outlook
2021-03-31,World Oil Supply,0.23676313,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.23676313,supply
2021-03-31,Product Markets and Refining Operations,0.99995303,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.99995303,price_outlook
2021-04-30,Balance of Supply and Demand,-0.5390893,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.5390893,demand
2021-04-30,Product Markets and Refining Operations,0.3559416,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.3559416,price_outlook
2021-04-30,World Oil Supply,0.21984114,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.21984114,supply
2021-04-30,World Oil Demand,0.39994082,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.39994082,demand
2021-04-30,World Oil Demand,0.9999475,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.9999475,demand
2021-04-30,World Oil Supply,-0.020924624,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.020924624,supply
2021-04-30,Product Markets and Refining Operations,0.4786246,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.4786246,price_outlook
2021-04-30,Balance of Supply and Demand,-0.67954123,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.67954123,demand
2021-04-30,hybrid,,0.7,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.7,overall
2021-05-31,World Oil Demand,0.99997294,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.99997294,demand
2021-05-31,Product Markets and Refining Operations,3.5122848e-06,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,3.5122848e-06,price_outlook
2021-05-31,hybrid,,0.3,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.3,overall
2021-05-31,World Oil Supply,0.99875414,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.99875414,supply
2021-05-31,World Oil Demand,0.60192853,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.60192853,demand
2021-05-31,World Oil Supply,0.28828797,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.28828797,supply
2021-05-31,Product Markets and Refining Operations,0.38836735,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.38836735,price_outlook
2021-05-31,Balance of Supply and Demand,-0.52963257,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.52963257,demand
2021-05-31,Balance of Supply and Demand,-0.61032385,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.61032385,demand
2021-06-30,World Oil Supply,-2.9084329e-06,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-2.9084329e-06,supply
2021-06-30,World Oil Demand,-0.20198102,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.20198102,demand
2021-06-30,World Oil Supply,0.2369414,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.2369414,supply
2021-06-30,World Oil Demand,0.00069971563,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.00069971563,demand
2021-06-30,Balance of Supply and Demand,-0.98234034,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.98234034,demand
2021-06-30,hybrid,,0.7,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.7,overall
2021-06-30,Product Markets and Refining Operations,0.99999607,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.99999607,price_outlook
2021-06-30,Balance of Supply and Demand,-0.99960124,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.99960124,demand
2021-06-30,Product Markets and Refining Operations,0.65347314,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.65347314,price_outlook
2021-07-31,World Oil Demand,8.7847e-08,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,8.7847e-08,demand
2021-07-31,World Oil Supply,-0.0007756805,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.0007756805,supply
2021-07-31,Product Markets and Refining Operations,0.17720672,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.17720672,price_outlook
2021-07-31,Balance of Supply and Demand,-0.0039808606,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.0039808606,demand
2021-07-31,World Oil Supply,0.1576462,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.1576462,supply
2021-07-31,Balance of Supply and Demand,-0.8007946,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.8007946,demand
2021-07-31,Product Markets and Refining Operations,0.18340948,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.18340948,price_outlook
2021-07-31,hybrid,,0.7,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.7,overall
2021-07-31,World Oil Demand,8.7847e-08,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,8.7847e-08,demand
2021-08-31,Balance of Supply and Demand,0.941446,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.941446,demand
2021-08-31,World Oil Supply,-0.00028740332,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.00028740332,supply
2021-08-31,World Oil Demand,-0.3336432,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.3336432,demand
2021-08-31,World Oil Supply,0.34140497,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.34140497,supply
2021-08-31,hybrid,,0.6,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.6,overall
2021-08-31,World Oil Demand,-0.00092213077,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.00092213077,demand
2021-08-31,Product Markets and Refining Operations,0.35822326,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.35822326,price_outlook
2021-08-31,Balance of Supply and Demand,-0.6117086,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.6117086,demand
2021-08-31,Product Markets and Refining Operations,2.1346727e-08,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,2.1346727e-08,price_outlook
2021-09-30,World Oil Demand,-5.2817196e-08,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-5.2817196e-08,demand
2021-09-30,World Oil Supply,0.99986345,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.99986345,supply
2021-09-30,Product Markets and Refining Operations,1.2653126e-08,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,1.2653126e-08,price_outlook
2021-09-30,Balance of Supply and Demand,-0.55457824,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.55457824,demand
2021-09-30,Product Markets and Refining Operations,0.12123865,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.12123865,price_outlook
2021-09-30,World Oil Supply,0.2766537,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.2766537,supply
2021-09-30,World Oil Demand,-0.2503932,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.2503932,demand
2021-09-30,hybrid,,0.8,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.8,overall
2021-09-30,Balance of Supply and Demand,-0.91091365,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.91091365,demand
2021-10-31,World Oil Demand,-0.333321,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.333321,demand
2021-10-31,World Oil Supply,0.23637323,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.23637323,supply
2021-10-31,Product Markets and Refining Operations,0.5975267,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.5975267,price_outlook
2021-10-31,Balance of Supply and Demand,-0.9364768,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.9364768,demand
2021-10-31,World Oil Supply,-0.000258951,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.000258951,supply
2021-10-31,World Oil Demand,-1.57004e-06,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-1.57004e-06,demand
2021-10-31,Product Markets and Refining Operations,0.9926446,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.9926446,price_outlook
2021-10-31,Balance of Supply and Demand,-0.68240523,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.68240523,demand
2021-10-31,hybrid,,0.7,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.7,overall
2021-11-30,World Oil Demand,-0.0013026358,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.0013026358,demand
2021-11-30,Balance of Supply and Demand,-0.5510328,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.5510328,demand
2021-11-30,World Oil Demand,-0.00065131934,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.00065131934,demand
2021-11-30,Product Markets and Refining Operations,0.24912927,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.24912927,price_outlook
2021-11-30,World Oil Supply,0.18357292,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.18357292,supply
2021-11-30,World Oil Supply,-0.00039086625,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.00039086625,supply
2021-11-30,hybrid,,0.7,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.7,overall
2021-11-30,Balance of Supply and Demand,0.7958655,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.7958655,demand
2021-11-30,Product Markets and Refining Operations,7.737073e-06,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,7.737073e-06,price_outlook
2021-12-31,World Oil Demand,-4.7939135e-05,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-4.7939135e-05,demand
2021-12-31,World Oil Supply,-0.00018079484,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.00018079484,supply
2021-12-31,Product Markets and Refining Operations,0.99999946,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.99999946,price_outlook
2021-12-31,Balance of Supply and Demand,-0.7163258,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.7163258,demand
2021-12-31,Balance of Supply and Demand,-0.94326174,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.94326174,demand
2021-12-31,World Oil Supply,0.3306087,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.3306087,supply
2021-12-31,World Oil Demand,-0.027556444,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.027556444,demand
2021-12-31,hybrid,,0.7,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.7,overall
2021-12-31,Product Markets and Refining Operations,0.7627069,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.7627069,price_outlook
2022-01-31,World Oil Supply,0.27245986,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.27245986,supply
2022-01-31,Balance of Supply and Demand,-0.18604976,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.18604976,demand
2022-01-31,Balance of Supply and Demand,-0.83720714,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.83720714,demand
2022-01-31,World Oil Supply,-0.00087431737,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.00087431737,supply
2022-01-31,World Oil Demand,0.10880586,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.10880586,demand
2022-01-31,Product Markets and Refining Operations,1.2081698e-07,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,1.2081698e-07,price_outlook
2022-01-31,Product Markets and Refining Operations,0.47568646,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.47568646,price_outlook
2022-01-31,World Oil Demand,0.05440805,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.05440805,demand
2022-01-31,hybrid,,0.4,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.4,overall
2022-02-28,Balance of Supply and Demand,-0.80513906,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.80513906,demand
2022-02-28,Product Markets and Refining Operations,0.4214971,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.4214971,price_outlook
2022-02-28,World Oil Supply,0.23728505,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.23728505,supply
2022-02-28,World Oil Demand,-0.3333247,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.3333247,demand
2022-02-28,hybrid,,0.7,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.7,overall
2022-02-28,Balance of Supply and Demand,-0.02570563,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.02570563,demand
2022-02-28,Product Markets and Refining Operations,2.6673998e-08,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,2.6673998e-08,price_outlook
2022-02-28,World Oil Supply,-0.0022835047,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.0022835047,supply
2022-02-28,World Oil Demand,-7.3967713e-06,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-7.3967713e-06,demand
2022-03-31,Balance of Supply and Demand,-0.98880553,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.98880553,demand
2022-03-31,Product Markets and Refining Operations,1.6017798e-06,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,1.6017798e-06,price_outlook
2022-03-31,World Oil Supply,-0.0006027657,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.0006027657,supply
2022-03-31,World Oil Demand,0.0032259547,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.0032259547,demand
2022-03-31,Balance of Supply and Demand,-0.9977602,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.9977602,demand
2022-03-31,World Oil Supply,0.19538721,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.19538721,supply
2022-03-31,World Oil Demand,-0.19941244,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.19941244,demand
2022-03-31,Product Markets and Refining Operations,0.5952064,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.5952064,price_outlook
2022-03-31,hybrid,,0.6,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.6,overall
